"id","email","full_name"
123582,"orangtua245@sdnegeridurenjayavi.kp.id","Orangtua"
100479,"orangtua275@sdnegerikarangsatria03.kp.id","Orangtua CCLXXV"
123596,"orangtua245@sdnegeridurenjayavi.kp.id","Orangtua"
104524,"orangtua292@sdnsukaresmi5.kp.id","orangtua CCXCII"
85147,"orangtua120@sdnjaticempaka1.kp.id","Orangtua"
146150,"murid411@sdntridayasakti02.kp.id","Murid CDXI"
101593,"murid258@sdnmuktiwari1.kp.id","Murid CCLVIII"
141809,"orangtua103@smpn5kediri.kp.id","Orang Tua"
107767,"orangtua111@sdnegerijayamulya01.kp.id","Orangtua CXI"
94732,"guru63@smpn17bekasi.kp.id","Guru LXIII"
95515,"orangtua107@smpn16bekasi.kp.id","Orangtua"
119680,"orangtua216@sdntelagaasih04.kp.id","Orang Tua"
136634,"guru9@sdnsumberurip01.kp.id","Guru IX"
133442,"murid19@sdnegerisukasejati01.kp.id","Murid XIX"
50433,"orangtua94@sdnwanasari09.kp.id","Orang Tua"
137027,"orangtua19@sdnsumberjaya01.kp.id","Orang Tua XIX"
109932,"orangtua37@sdnegerikarangharja01.kp.id","Orangtua XXXVII"
141134,"orangtua17@sdntamanrahayu02.kp.id","Murid XVII"
78494,"orangtua16@smpn31bekasi.kp.id","Orang Tua"
93877,"orangtua164@smpn17bekasi.kp.id","Orangtua"
89892,"orangtua290@sdnkarangbahagia1.kp.id","orangtua CCXC"
111222,"murid9@sdnegerikarangreja02.kp.id","Murid IX"
148597,"orangtua53@sdn49prabumulih.kp.id","Orang Tua"
10517201,"orangtua11@sdnegeri003balutara.kp.id","Davina Putri Anisa"
127941,"murid10@sdnegeriperwirai.kp.id","Murid X"
96246,"orangtua269@smpn16bekasi.kp.id","Orangtua"
410103,"test00868@gmail.com","test00868"
410104,"test00868@gmail.com","test00868"
410106,"test00869@gmail.com","test00869"
51152,"guru18@sdnwanasari09.kp.id","Guru XVIII"
410126,"test00882@gmail.com","test00882"
410127,"test00882@gmail.com","test00882"
410145,"test00893@gmail.com","test00893"
146716,"murid574@sdntridayasakti02.kp.id","Murid DLXXIV"
148643,"murid44@sdn49prabumulih.kp.id","Murid XLIV"
55717,"orangtua266@smpn4cikarangbarat.kp.id","Orangtua"
89976,"murid260@sdnkarangbahagia1.kp.id","Murid CCLX"
410195,"test00930@gmail.com","test00930"
410196,"test00930@gmail.com","test00930"
410198,"test00931@gmail.com","test00931"
410238,"test00954@gmail.com","test00954"
72363,"orangtua45@sdnperwira3.kp.id","Orang Tua"
409528,"test00467@gmail.com","test00467"
409537,"test00467@gmail.com","test00467"
409613,"test00520@gmail.com","test00520"
409621,"test00526@gmail.com","test00526"
409635,"test00520@gmail.com","test00520"
111210,"murid9@sdnegerikarangreja02.kp.id","Murid IX"
409647,"test00526@gmail.com","test00526"
122017,"murid6@sdnegeriharapanjayaxv.kp.id","Murid VI"
409807,"test00672@gmail.com","test00672"
409810,"test00672@gmail.com","test00672"
409831,"test00687@gmail.com","test00687"
409836,"test00687@gmail.com","test00687"
410237,"test00954@gmail.com","test00954"
409956,"test00771@gmail.com","test00771"
409963,"test00771@gmail.com","test00771"
409985,"test00791@gmail.com","test00791"
409990,"test00791@gmail.com","test00791"
72374,"murid111@sdnperwira3.kp.id","Murid CXI"
118722,"murid12@sdntelagaasih04.kp.id","Murid XII"
90442,"murid91@sdnkarangbahagia1.kp.id","Murid XCI"
410099,"test00866@gmail.com","test00866"
119120,"murid72@sdntelagaasih04.kp.id","Murid LXXII"
134555,"murid114@sdnjatiwaringinii.kp.id","Murid CXIV"
99240,"murid176@sdnegerikarangsatria03.kp.id","Murid CLXXVI"
106027,"murid210@sdnsumberjaya5.kp.id","Murid CCX"
138459,"murid152@sdnpadurenani.kp.id","Murid CLII"
55409,"orangtua111@smpn4cikarangbarat.kp.id","Orangtua"
410100,"test00866@gmail.com","test00866"
57778,"murid348@smpn1setu.kp.id","Murid CCCXLVIII"
57762,"murid340@smpn1setu.kp.id","Murid CCCXL"
140106,"murid28@sdntanjungbaru03.kp.id","Murid XXVIII"
138043,"orangtua30@sdnpadurenani.kp.id","Orangtua"
50359,"orangtua57@sdnwanasari09.kp.id","Orang Tua"
141865,"orangtua120@smpn5kediri.kp.id","Orang Tua"
122221,"murid6@sdnegeriharapanjayaxv.kp.id","Murid VI"
78704,"orangtua69@smpn31bekasi.kp.id","Orang Tua"
119677,"murid214@sdntelagaasih04.kp.id","Murid CCXIV"
112234,"orangtua17@sdntanjungbaru2.kp.id","orangtua XVII"
102422,"orangtua216@sdnmuktiwari1.kp.id","orangtua CCXVI"
106825,"murid404@sdnsumberjaya5.kp.id","Murid CDIV"
123316,"orangtua178@sdnegeridurenjayavi.kp.id","Orangtua"
104244,"orangtua208@sdnsukaresmi5.kp.id","orangtua CCVIII"
108617,"guru15@sdnegerijayamulya01.kp.id","Guru XV"
134902,"orangtua2@smpn6setu.kp.id","Orangtua"
84690,"orangtua46@sdnjaticempaka1.kp.id","Orangtua"
94127,"murid284@smpn17bekasi.kp.id","Murid CCLXXXIV"
100097,"orangtua174@sdnegerikarangsatria03.kp.id","Orangtua CLXXIV"
88101,"guru31@sdnjatibeningi.kp.id","Guru Sekolah XXXI"
139243,"orangtua169@smpnsatuatapsetu.kp.id","Orangtua"
126078,"murid31@sdnegerijatiasihviii.kp.id","Murid XXXI"
134992,"murid23@smpn6setu.kp.id","Murid XXIII"
102990,"orangtua59@sdnsertajaya1.kp.id","orangtua LIX"
95021,"murid27@smpn16bekasi.kp.id","Murid XXVII"
112524,"orangtua67@sdntanjungbaru2.kp.id","orangtua LXVII"
96438,"orangtua323@smpn16bekasi.kp.id","Orangtua"
108317,"murid162@sdnegerijayamulya01.kp.id","Murid CLXII"
74011,"orangtua16@smpn36bekasi.kp.id","Orang Tua"
106049,"orangtua216@sdnsumberjaya5.kp.id","orangtua CCXVI"
110359,"guru15@sdnegerikarangbaru01.kp.id","Guru XV"
104160,"orangtua187@sdnsukaresmi5.kp.id","orangtua CLXXXVII"
148873,"orangtua121@sdn49prabumulih.kp.id","Orang Tua"
140674,"orangtua71@sdntamanrahayu01.kp.id","Orang Tua LXXI"
141634,"orangtua53@smpn5kediri.kp.id","Orang Tua"
106641,"orangtua364@sdnsumberjaya5.kp.id","orangtua CCCLXIV"
106645,"orangtua365@sdnsumberjaya5.kp.id","orangtua CCCLXV"
121737,"guru7@sdnegeribojongrawalumbuvii.kp.id","Guru VII"
145733,"orangtua38@sdntridayasakti02.kp.id","Orang Tua XXXVIII"
106669,"orangtua371@sdnsumberjaya5.kp.id","orangtua CCCLXXI"
118748,"orangtua6@sdntelagaasih04.kp.id","Orang Tua"
106692,"orangtua371@sdnsumberjaya5.kp.id","orangtua CCCLXXI"
118768,"orangtua122@sdntelagaasih04.kp.id","Orang Tua"
86701,"orangtua55@sdncibuntu1.kp.id","orangtua LV"
118809,"orangtua129@sdntelagaasih04.kp.id","Orang Tua"
114878,"orangtua217@sdntridayasakti02.kp.id","Orang Tua"
126016,"orangtua18@sdnegerijatiasihviii.kp.id","Orangtua"
79225,"orangtua200@smpn31bekasi.kp.id","Orang Tua"
148229,"orangtua69@sdnpasirtanjung03.kp.id","Orang Tua"
148512,"murid13@sdn49prabumulih.kp.id","Murid XIII"
477289,"0820422024@sditibnuhajarbppselatan.kp.id","Nakhlah Qurratulaini Dzakirah Harun"
477302,"orangtua4744@sditibnuhajarbppselatan","Dwi Prasetyo Nugroho"
477303,"orangtua4744@sditibnuhajarbppselatan","Dwi Prasetyo Nugroho"
477340,"orangtua4755@sditibnuhajarbppselatan","Deni Eko Mukti"
477341,"orangtua4755@sditibnuhajarbppselatan","Deni Eko Mukti"
175918,"orangtua259@sdn002baltimur.kp.id","Melisa Anggraeni "
60322,"guru27@smpn1setu.kp.id","Guru XXVII"
135174,"orangtua72@smpn6setu.kp.id","Orangtua"
87471,"murid579@sdnjatibeningi.kp.id","Murid DLXXIX"
100155,"orangtua185@sdnegerikarangsatria03.kp.id","Orangtua CLXXXV"
410144,"test00893@gmail.com","test00893"
79156,"murid180@smpn31bekasi.kp.id","Murid CLXXX"
141888,"murid127@smpn5kediri.kp.id","Murid CXXVII"
104312,"orangtua225@sdnsukaresmi5.kp.id","orangtua CCXXV"
410197,"test00931@gmail.com","test00931"
133667,"murid84@sdnegerisukasejati01.kp.id","Murid LXXXIV"
57646,"murid282@smpn1setu.kp.id","Murid CCLXXXII"
144780,"murid379@sdntelagaasih04.kp.id","Murid CCCLXXIX"
120335,"murid88@sdnegeritridayasakti03.kp.id","Murid LXXXVIII"
95464,"orangtua104@smpn16bekasi.kp.id","Orangtua"
104145,"orangtua187@sdnsukaresmi5.kp.id","orangtua CLXXXVII"
104297,"orangtua225@sdnsukaresmi5.kp.id","orangtua CCXXV"
95809,"murid155@smpn16bekasi.kp.id","Murid CLV"
106664,"orangtua364@sdnsumberjaya5.kp.id","orangtua CCCLXIV"
145832,"orangtua60@sdntridayasakti02.kp.id","Orang Tua LX"
79364,"murid232@smpn31bekasi.kp.id","Murid CCXXXII"
86769,"murid71@sdncibuntu1.kp.id","Murid LXXI"
101732,"murid41@sdnmuktiwari1.kp.id","Murid XLI"
84726,"orangtua13@sdnjaticempaka1.kp.id","Orangtua"
121258,"murid1@sdnegeribojongrawalumbuvii.kp.id","Murid I"
146608,"murid519@sdntridayasakti02.kp.id","Murid DXIX"
123905,"guru16@sdnegeridurenjayavi.kp.id","Guru XVI"
106962,"orangtua474@sdnsumberjaya5.kp.id","orangtua CDLXXIV"
146692,"murid562@sdntridayasakti02.kp.id","Murid DLXII"
88950,"orangtua109@sdncibuntu3.kp.id","orangtua CIX"
113008,"orangtua22@sdncibuntu03.kp.id","Orang Tua"
96998,"orangtua247@smpkp1majalaya.kp.id","Orang Tua"
96999,"orangtua247@smpkp1majalaya.kp.id","Orang Tua"
85001,"orangtua107@sdnjaticempaka1.kp.id","Orangtua"
87168,"murid647@sdnjatibeningi.kp.id","Murid DCXLVII"
105049,"orangtua532@sdnsumberjaya5.kp.id","orangtua DXXXII"
97060,"orangtua262@smpkp1majalaya.kp.id","Orang Tua"
99524,"murid69@sdnegerikarangsatria03.kp.id","Murid LXIX"
93749,"murid136@smpn17bekasi.kp.id","Murid CXXXVI"
74628,"murid111@smpn36bekasi.kp.id","Murid CXI"
100055,"murid306@sdnegerikarangsatria03.kp.id","Murid CCCVI"
109663,"murid210@sdnegerijayasampurna01.kp.id","Murid CCX"
122915,"murid72@sdnegeridurenjayavi.kp.id","Murid LXXII"
135166,"murid69@smpn6setu.kp.id","Murid LXIX"
50738,"murid7@sdnwanasari07.kp.id","Murid VII"
109730,"murid231@sdnegerijayasampurna01.kp.id","Murid CCXXXI"
118727,"murid2@sdntelagaasih04.kp.id","Murid II"
57592,"murid255@smpn1setu.kp.id","Murid CCLV"
50700,"murid68@sdnwanasari07.kp.id","Murid LXVIII"
96592,"orangtua400@smpn16bekasi.kp.id","Orangtua"
90427,"murid79@sdnkarangbahagia1.kp.id","Murid LXXIX"
119816,"murid88@sdnegeritridayasakti03.kp.id","Murid LXXXVIII"
139645,"orangtua72@smpnsatuatapsetu.kp.id","Orangtua"
137165,"murid40@sdnsumberjaya01.kp.id","Murid XL"
121422,"murid43@sdnegeribojongrawalumbuvii.kp.id","Murid XLIII"
70995,"murid75@sdnrawalumbu10.kp.id","Murid LXXV"
112173,"murid6@sdntanjungbaru2.kp.id","Murid VI"
82589,"guru6@sdnharapanjaya4.kp.id","Guru VI"
105226,"orangtua56@sdnsumberjaya5.kp.id","orangtua LVI"
90251,"murid335@sdnkarangbahagia1.kp.id","Murid CCCXXXV"
118328,"murid124@sdnmekarwangi04.kp.id","Murid CXXIV"
57868,"murid393@smpn1setu.kp.id","Murid CCCXCIII"
79279,"orangtua211@smpn31bekasi.kp.id","Orang Tua"
122417,"orangtua101@sdnegeriharapanjayaxv.kp.id","Orangtua"
144742,"parent378@sdntelagaasih04.kp.id","Orangtua CCCLXXVIII"
146439,"murid564@sdntridayasakti02.kp.id","Murid DLXIV"
135364,"orangtua132@smpn6setu.kp.id","Orangtua"
112458,"murid51@sdntanjungbaru2.kp.id","Murid LI"
182850,"orangtua17@sdn006balkota.kp.id","Orang Tua"
186648,"orangtua17@sdn017baltengah.kp.id","Orang Tua"
186670,"orangtua28@sdn017baltengah.kp.id","Orang Tua"
186716,"orangtua11@sdn009baltengah.kp.id","Orang Tua"
186740,"orangtua23@sdn009baltengah.kp.id","Orang Tua"
181395,"orangtua49@sdn003balkota.kp.id","Orang Tua"
181397,"orangtua50@sdn003balkota.kp.id","Orang Tua"
187166,"orangtua36@sdn016balutara.kp.id","Orang Tua"
181519,"orangtua111@sdn003balkota.kp.id","Orang Tua"
187300,"orangtua103@sdn016balutara.kp.id","Orang Tua"
187360,"orangtua133@sdn016balutara.kp.id","Orang Tua"
181767,"orangtua62@sdn008balkota.kp.id","Orang Tua"
102828,"orangtua74@sdnsertajaya1.kp.id","orangtua LXXIV"
187800,"orangtua22@sdn020baltimur.kp.id","Orang Tua"
187802,"orangtua23@sdn020baltimur.kp.id","Orang Tua"
187812,"orangtua28@sdn020baltimur.kp.id","Orang Tua"
90860,"orangtua167@sdnkarangbahagia1.kp.id","orangtua CLXVII"
181852,"orangtua18@sdn033balutara.kp.id","Orang Tua"
78897,"murid117@smpn31bekasi.kp.id","Murid CXVII"
141500,"murid15@smpn5kediri.kp.id","I Putu Rama Adi Raditya "
82510,"murid46@sdnharapanjaya4.kp.id","Murid XLVI"
72113,"orangtua6@sdnperwira3.kp.id","Orang Tua"
96481,"murid344@smpn16bekasi.kp.id","Murid CCCXLIV"
84708,"murid48@sdnjaticempaka1.kp.id","Murid XLVIII"
410105,"test00869@gmail.com","test00869"
477288,"0820422024@sditibnuhajarbppselatan.kp.id","Nakhlah Qurratulaini Dzakirah Harun"
95918,"orangtua187@smpn16bekasi.kp.id","Orangtua"
59979,"murid282@smpn1setu.kp.id","Murid CCLXXXII"
56985,"orangtua264@smpn4cikarangbarat.kp.id","Orangtua"
121266,"murid3@sdnegeribojongrawalumbuvii.kp.id","Murid III"
70859,"murid75@sdnrawalumbu10.kp.id","Murid LXXV"
108673,"murid122@sdnegerijayasampurna01.kp.id","Bahhiya Atiqa Faiha"
59548,"orangtua67@smpn1setu.kp.id","Orangtua"
102201,"orangtua160@sdnmuktiwari1.kp.id","orangtua CLX"
121603,"orangtua89@sdnegeribojongrawalumbuvii.kp.id","Orangtua"
74217,"orangtua41@smpn36bekasi.kp.id","Orang Tua"
142502,"murid284@smpn1kediri.kp.id","Murid CCLXXXIV"
107109,"orangtua11@sdntambun3.kp.id","orangtua XI"
122633,"murid3@sdnegeridurenjayavi.kp.id","Murid III"
112197,"murid96@sdntanjungbaru2.kp.id","Murid XCVI"
107748,"murid45@sdnegerijayamulya01.kp.id","Murid XLV"
71291,"murid65@sdnrawalumbu10.kp.id","Murid LXV"
112569,"murid157@sdntanjungbaru2.kp.id","Murid CLVII"
78499,"murid16@smpn31bekasi.kp.id","Murid XVI"
102980,"orangtua56@sdnsertajaya1.kp.id","orangtua LVI"
111256,"murid14@sdnegerikarangreja02.kp.id","Murid XIV"
121264,"murid3@sdnegeribojongrawalumbuvii.kp.id","Murid III"
189444,"orangtua124@sdn002baltengah.kp.id","Orang Tua"
530566,"murid154@smpmuhammadiyah14sby.kp.id","Abyan Fawwaz Athailah"
530567,"murid154@smpmuhammadiyah14sby.kp.id","Orangtua"
189458,"orangtua131@sdn002baltengah.kp.id","Orang Tua"
139819,"orangtua121@smpnsatuatapsetu.kp.id","Orangtua"
123270,"murid166@sdnegeridurenjayavi.kp.id","Murid CLXVI"
185483,"orangtua35@sdn003baltimur.kp.id","Orang Tua"
185495,"orangtua41@sdn003baltimur.kp.id","Orang Tua"
185515,"orangtua51@sdn003baltimur.kp.id","Orang Tua"
189706,"orangtua15@sdn006balkota.kp.id","Orang Tua"
189710,"orangtua17@sdn006balkota.kp.id","Orang Tua"
108660,"murid120@sdnegerijayasampurna01.kp.id","Azka alfarizki"
187932,"orangtua8@sdn004balbarat.kp.id","Orang Tua"
182061,"orangtua120@sdn033balutara.kp.id","Orang Tua"
188168,"orangtua6@sdn017baltimur.kp.id","Orang Tua"
188194,"orangtua19@sdn017baltimur.kp.id","Orang Tua"
188210,"orangtua27@sdn017baltimur.kp.id","Orang Tua"
188222,"orangtua33@sdn017baltimur.kp.id","Orang Tua"
188226,"orangtua35@sdn017baltimur.kp.id","Orang Tua"
188298,"orangtua71@sdn017baltimur.kp.id","Orang Tua"
188306,"orangtua75@sdn017baltimur.kp.id","Orang Tua"
188338,"orangtua11@sdn003balkota.kp.id","Orang Tua"
188364,"orangtua24@sdn003balkota.kp.id","Orang Tua"
188368,"orangtua26@sdn003balkota.kp.id","Orang Tua"
188394,"orangtua39@sdn003balkota.kp.id","Orang Tua"
188414,"orangtua49@sdn003balkota.kp.id","Orang Tua"
188416,"orangtua50@sdn003balkota.kp.id","Orang Tua"
188438,"orangtua61@sdn003balkota.kp.id","Orang Tua"
186386,"orangtua6@sdn004balkota.kp.id","Orang Tua"
186464,"orangtua5@sdn029balutara.kp.id","Orang Tua"
180868,"orangtua8@sdn004balbarat.kp.id","Orang Tua"
186506,"orangtua26@sdn029balutara.kp.id","Orang Tua"
186508,"orangtua27@sdn029balutara.kp.id","Orang Tua"
186522,"orangtua34@sdn029balutara.kp.id","Orang Tua"
188490,"orangtua87@sdn003balkota.kp.id","Orang Tua"
186576,"orangtua61@sdn029balutara.kp.id","Orang Tua"
188538,"orangtua111@sdn003balkota.kp.id","Orang Tua"
188546,"orangtua115@sdn003balkota.kp.id","Orang Tua"
108164,"murid236@sdnegerijayamulya01.kp.id","Murid CCXXXVI"
